序号,股票代码,股票简称,公司名称,省份,城市,主营业务收入(202209) ,净利润(202209),员工人数,上市日期,招股书,公司财报,行业分类,产品类型,主营业务
2351,300839,博汇股份,宁波博汇化工科技股份有限公司,浙江,宁波市,26.38亿,8416.87万,337,2020-06-30,,,--,重芳烃类、环保芳烃油,研发、生产、销售应用于多领域的特种芳烃系列产品。
2352,300840,酷特智能,青岛酷特智能股份有限公司,山东,青岛市,4.52亿,6069.28万,1821,2020-07-08,,,--,西服套装、衬衫、马甲、大衣,"从事个性化定制服装的生产与销售,包括了男士、女士正装全系列各品类,并向国内相关传统制造企业提供数字化定制工厂的整体改造方案及技术咨询服务。"
2353,300841,康华生物,成都康华生物制品股份有限公司,四川,成都市,10.55亿,4.83亿,673,2020-06-16,,,--,非免疫规划疫苗、兽用疫苗,疫苗产品的研发、生产和销售
2354,300842,帝科股份,无锡帝科电子材料股份有限公司,江苏,无锡市,26.11亿,1249.75万,259,2020-06-18,,,--,DK91系列、DK92系列、DK93系列、DK81A系列、DK71系列、DK61系列、DECA系列,用于光伏电池金属化环节的导电银浆的研发、生产和销售。
2355,300843,胜蓝股份,胜蓝科技股份有限公司,广东,东莞市,8.66亿,5816.92万,2675,2020-07-02,,,--,消费类电子连接器及组件、新能源汽车连接器及组件、光学透镜,电子连接器及精密零组件的研发、生产及销售。
2356,300844,山水比德,广州山水比德设计股份有限公司,广东,广州市,2.27亿,-9192.41万,1880,2021-08-13,--,,--,园林景观设计,提供以整体性解决方案为核心的园林景观设计服务。
2357,300845,捷安高科,郑州捷安高科股份有限公司,河南,郑州市,1.39亿,977.12万,577,2020-07-03,,,--,软件和信息技术服务,"计算机仿真、虚拟现实技术为依托,从事轨道交通、安全作业、船舶和军工等领域计算机仿真实训系统的研发、生产和销售。"
2358,300846,首都在线,北京首都在线科技股份有限公司,北京,北京市,8.97亿,-6804.32万,608,2020-07-01,,,--,IDC服务、云计算服务,全球云网一体化基础设施解决方案和关键技术研究。
2359,300847,中船汉光,中船重工汉光科技股份有限公司,河北,邯郸市,8.05亿,8614.37万,1059,2020-07-09,,,--,墨粉、OPC鼓、信息安全复印机、特种精密加工产品,打印复印静电成像耗材及成像设备的研发、生产和销售。
2360,300848,美瑞新材,美瑞新材料股份有限公司,山东,烟台市,11.66亿,8126.07万,285,2020-07-20,,,--,聚酯型TPU、聚醚型TPU、发泡型TPU,热塑性聚氨酯弹性体（TPU）的研发、生产、销售和技术服务。
2361,300849,锦盛新材,浙江锦盛新材料股份有限公司,浙江,绍兴市,1.86亿,-417.33万,920,2020-07-10,,,--,化妆品容器,化妆品塑料包装容器的研发、生产和销售。
2362,300850,新强联,洛阳新强联回转支承股份有限公司,河南,洛阳市,19.53亿,3.43亿,2247,2020-07-13,,,--,风电类产品、海工装备类产品、盾构机类产品、其他轴承类产品、锻件、其他,从事大型回转支承和工业锻件的研发、生产和销售。
2363,300851,交大思诺,北京交大思诺科技股份有限公司,北京,北京市,1.74亿,2071.96万,495,2020-07-17,,,--,列车运行控制系统的关键设备,列车运行控制系统关键设备的研发、集成、销售及技术支持。
2364,300852,四会富仕,四会富仕电子科技股份有限公司,广东,肇庆市,8.82亿,1.58亿,1583,2020-07-13,,,--,印制电路板,印制电路板的研发、生产和销售。
2365,300853,申昊科技,杭州申昊科技股份有限公司,浙江,杭州市,2.30亿,-4844.68万,582,2020-07-24,,,--,输变电监测设备、配电及自动化控制设备,工业设备检测及故障诊断领域的智能机器人和智能监测及控制设备的研发、制造、推广及应用。
2366,300854,中兰环保,中兰环保科技股份有限公司,广东,深圳市,4.97亿,1445.05万,413,2021-09-16,--,,--,污染隔离系统、生态环境修复、可再生资源利用、填埋场综合运营,从事固废污染防治技术研发并应用于污染防治系统构建和运营业务。
2367,300855,图南股份,江苏图南合金股份有限公司,江苏,镇江市,7.29亿,1.85亿,520,2020-07-23,,,--,高温合金、特种不锈钢,高温合金、特种不锈钢等高性能合金材料及其制品的研发、生产和销售。
2368,300856,科思股份,南京科思化学股份有限公司,江苏,南京市,12.49亿,2.54亿,1001,2020-07-22,,,--,化妆品活性成分及其原料、合成香料、其他产品,日用化学品原料的研发、生产和销售。
2369,300857,协创数据,协创数据技术股份有限公司,广东,深圳市,22.06亿,1.16亿,1679,2020-07-27,,,--,物联网智能终端、车联网智能终端、智能穿戴类终端、智慧清洁类、智能教育类终端、云游终端、智能存储设备,以物联网智能终端和智能存储终端的研发、生产和销售为主要业务方向，以物联网为载体，以视觉处理和数据存储为技术核心，不断投入研发和增加核心技术投入，持续推出满足用户需求的物联网智能终端。
2370,300858,科拓生物,北京科拓恒通生物技术股份有限公司,北京,北京市,2.64亿,8665.71万,226,2020-07-27,,,--,复配食品添加剂、食用益生菌制品、动植物微生态制剂,从事复配食品添加剂、食用益生菌制品以及动植物微生态制剂研发、生产与销售。
2371,300859,西域旅游,西域旅游开发股份有限公司,新疆,昌吉回族自治州,9636.65万,830.46万,526,2020-08-06,,,--,旅游运输、索道运输、游船、温泉旅游、旅行社,旅游资源的开发经营，通过对景区景点的开发，为游客提供旅游服务。
2372,300860,锋尚文化,锋尚文化集团股份有限公司,北京,北京市,2.37亿,4391.91万,312,2020-08-24,,,--,大型文化演艺活动创意、设计及制作服务、文化旅游演艺创意、景观艺术照明及演绎创意,以创意设计为核心，业务范围涵盖大型文化演艺活动、文化旅游演艺、景观艺术照明及演绎等多个领域的创意、设计及制作服务。
2373,300861,美畅股份,杨凌美畅新材料股份有限公司,陕西,咸阳市,24.61亿,10.28亿,2474,2020-08-24,,,--,电镀金刚石线,电镀金刚石线的研发、生产及销售。
2374,300862,蓝盾光电,安徽蓝盾光电子股份有限公司,安徽,铜陵市,4.72亿,3493.87万,1826,2020-08-24,,,--,空气质量监测系列产品、烟气污染源监测系列产品、颗粒物监测系列产品、温室气体监测系列产品、激光雷达系列产品、FTIR系列产品、TDLAS系列产品、水质在线监测系列产品、大气环境综合立体走航监测系统,高端分析测量仪器制造、软件开发、系统集成及工程、运维服务、数据服务和军工雷达部件的生产。
2375,300863,卡倍亿,宁波卡倍亿电气技术股份有限公司,浙江,宁波市,20.61亿,1.01亿,757,2020-08-24,,,--,汽车线缆,汽车线缆及绝缘材料的研发、生产和销售。
2376,300864,南大环境,南京大学环境规划设计研究院集团股份公司,江苏,南京市,4.53亿,9836.54万,758,2020-08-24,--,,--,环境技术服务、环境工程服务,为政府客户和企业客户提供高效、科学、整体的环境解决方案。
2377,300865,大宏立,成都大宏立机器股份有限公司,四川,成都市,4.02亿,1649.78万,809,2020-08-24,,,--,破碎设备、筛分设备、输送机设备,为客户提供破碎、筛分、输送的设计、制造、安装、运营和服务一体化的整体解决方案；为客户提供绿色环保智能破碎工厂；通过利用成熟的工业控制技术、企业信息管理技术等相互融合，为客户打造生产自动化、管理智能化、信息透明化的绿色材料科技园。
2378,300866,安克创新,安克创新科技股份有限公司,湖南,长沙市,95.37亿,8.51亿,3532,2020-08-24,,,--,充电类产品、无线音频类产品、智能创新类产品,自有品牌的移动设备周边产品、智能硬件产品等消费电子产品的自主研发、设计和销售。
2379,300867,圣元环保,圣元环保股份有限公司,福建,泉州市,13.43亿,1.59亿,1320,2020-08-24,,,--,垃圾焚烧发电、污水处理,城镇固液废专业化处理。
2380,300868,杰美特,深圳市杰美特科技股份有限公司,广东,深圳市,5.53亿,-1713.76万,1094,2020-08-24,,,--,智能手机保护类产品、平板电脑保护类产品、手表保护类产品,移动智能终端保护类配件产品研发、设计、生产及销售。
2381,300869,康泰医学,康泰医学系统(秦皇岛)股份有限公司,河北,秦皇岛市,4.62亿,1.74亿,1571,2020-08-24,--,,--,血氧类、监护类、超声类、心电类、血压类、其他类,从事医疗诊断、监护设备的研发、生产和销售。
2382,300870,欧陆通,深圳欧陆通电子股份有限公司,广东,深圳市,19.77亿,4043.31万,4051,2020-08-24,,,--,电源适配器、服务器电源,从事开关电源产品的研发、生产与销售。
2383,300871,回盛生物,武汉回盛生物科技股份有限公司,湖北,武汉市,6.71亿,2640.60万,828,2020-08-24,,,--,兽用化药制剂、兽用原料药、兽用中药制剂,兽用药品(包括化药制剂、原料药、中药制剂)、饲料及添加剂的研发、生产和销售。
2384,300872,天阳科技,天阳宏业科技股份有限公司,西藏,拉萨市,13.53亿,3490.42万,7959,2020-08-24,,,--,技术开发业务、技术服务业务、咨询服务业务、系统集成业务,向以银行为主的金融机构提供IT解决方案、咨询、专业测试和运维服务。
2385,300873,海晨股份,江苏海晨物流股份有限公司,江苏,苏州市,13.10亿,3.38亿,1598,2020-08-24,,,--,供应链物流综合解决方案、供应链物流运营服务,为制造业企业提供ToB的一体化供应链物流综合解决方案及运营服务。
2386,300875,捷强装备,天津捷强动力装备股份有限公司,天津,天津市,8440.28万,-1996.53万,398,2020-08-24,,,--,液压动力系统、防护装具充电器及电池组,核化生安全装备核心部件的研发、生产、销售和技术服务。
2387,300876,蒙泰高新,广东蒙泰高新纤维股份有限公司,广东,揭阳市,2.96亿,4038.59万,306,2020-08-24,,,--,丙纶长丝,丙纶长丝研发、生产和销售。
2388,300877,金春股份,安徽金春无纺布股份有限公司,安徽,滁州市,6.06亿,-1465.22万,744,2020-08-24,,,--,非织造布,非织造布的研发、生产和销售。
2389,300878,维康药业,浙江维康药业股份有限公司,浙江,丽水市,4.74亿,9464.34万,1100,2020-08-24,,,--,中成药、西药,现代中药及西药的研发、生产和销售。
2390,300879,大叶股份,宁波大叶园林设备股份有限公司,浙江,宁波市,13.28亿,6576.17万,1341,2020-09-01,,,--,割草机、打草机/割灌机、其他动力机械,从事割草机、打草机/割灌机、其他动力机械及配件的研发设计、生产制造和销售。
2391,300880,迦南智能,宁波迦南智能电气股份有限公司,浙江,宁波市,5.97亿,1.07亿,362,2020-09-01,,,--,智能电表、用电信息采集终端、物联网模组、电能计量箱,智能电表、用电信息采集终端及物联网模组等电力物联网设备研发、生产、销售。
2392,300881,盛德鑫泰,盛德鑫泰新材料股份有限公司,江苏,常州市,8.87亿,4711.59万,547,2020-09-01,,,--,碳钢、合金钢、不锈钢、钢格板,各类工业用能源设备类无缝钢管的生产、研发和销售。
2393,300882,万胜智能,浙江万胜智能科技股份有限公司,浙江,台州市,5.78亿,8504.34万,646,2020-09-10,,,--,智能电表、用电信息采集系统,智能电表、用电信息采集系统等产品的研发、生产和销售。
2394,300883,龙利得,龙利得智能科技股份有限公司,安徽,滁州市,4.67亿,2495.19万,567,2020-09-10,,,--,纸箱、纸板、原纸,纸包装容器设计、研发、生产智造、技术服务、销售及精细化综合服务。
2395,300884,狄耐克,厦门狄耐克智能科技股份有限公司,福建,厦门市,5.87亿,5797.03万,1215,2020-11-12,,,--,楼宇对讲、智能家居、医护对讲,楼宇对讲、智能家居等智慧社区安防智能化设备的研发设计、生产制造和销售。
2396,300885,海昌新材,扬州海昌新材股份有限公司,江苏,扬州市,1.83亿,5050.60万,281,2020-09-10,,,--,电动工具零部件、汽车零部件、家电零部件、办公设备零部件,粉末冶金制品的研发、生产和销售。
2397,300886,华业香料,安徽华业香料股份有限公司,安徽,安庆市,1.82亿,2224.61万,260,2020-09-16,,,--,丙位内酯系列合成香料、丁位内酯系列合成香料,内酯系列合成香料的研发、生产和销售。
2398,300887,谱尼测试,谱尼测试集团股份有限公司,北京,北京市,26.82亿,1.83亿,7286,2020-09-16,,,--,技术服务,健康与环保、电子及安规、消费品质量鉴定、安全保障等。
2399,300888,稳健医疗,稳健医疗用品股份有限公司,广东,深圳市,76.42亿,12.67亿,12082,2020-09-17,,,--,医用敷料、健康生活消费品、全棉水刺无纺布,从事棉类制品的研发、生产、销售
2400,300889,爱克股份,深圳爱克莱特科技股份有限公司,广东,深圳市,6.41亿,2727.77万,1706,2020-09-16,,,--,道路照明灯具系列、智能灯带、智能照明,LED应用产品及智能云控系统设计、研发、生产、销售、服务。
